,Excitement,Happy,Pleasant,Surprise,Fear,Angry,max_value,clean_text,created_at,label
11,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 02:45:03 +0000 2020,Fear
22,0,0,0,0,1,0,1,Sometimes just being there is enough to support someone with . You don't have to be an eert to be ther…,Sun Mar 15 02:45:39 +0000 2020,Fear
34,0,0,0,0,1,0,1,My dads pretty proud of me for getting out of the house today LOL.,Sun Mar 15 02:46:31 +0000 2020,Fear
40,0,0,0,0,1,0,1,: Pres. elect Obama in Hawaii VP elect Biden &amp; advisors scheming,Sun Mar 15 02:47:02 +0000 2020,Fear
41,0,0,0,0,1,0,1,FEAR of the unknown is better known as Mind Games..!!,Sun Mar 15 02:47:04 +0000 2020,Fear
61,0,0,0,0,1,0,1,"...This is NOT prostate cancer. There is no ""Wait and See"" option for treatment of . Reach out for t…",Sun Mar 15 02:48:09 +0000 2020,Fear
66,0,0,0,0,1,0,1,": ""Getting over your fear of dying, is the first step in getting over your fear of living."" — B. D. Schiers",Sun Mar 15 02:48:25 +0000 2020,Fear
70,0,0,0,0,1,0,1,Sharing our stories helps ! Interviews of who've dealt with a…,Sun Mar 15 02:48:39 +0000 2020,Fear
74,0,0,0,0,1,0,1,Global insight in hand site:We fear Can that uncheatable us,Sun Mar 15 02:49:03 +0000 2020,Fear
92,0,0,0,0,1,0,1,Online Therapy for overcoming . Email me to schedule a therapy session via Skype. See:,Sun Mar 15 02:50:01 +0000 2020,Fear
98,0,0,0,0,1,0,1,The are the arms of a global corporation that incubates in the ignorant population.,Sun Mar 15 02:50:23 +0000 2020,Fear
121,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 02:51:32 +0000 2020,Fear
155,0,0,0,0,1,0,1,Worry &amp; Fear = Faith in reverse,Sun Mar 15 02:53:23 +0000 2020,Fear
205,0,0,0,0,1,0,1,: commander prosecuted in Austria for,Sun Mar 15 02:56:31 +0000 2020,Fear
210,0,0,0,0,1,0,1,: New blog online,Sun Mar 15 02:56:48 +0000 2020,Fear
230,0,0,0,0,1,0,1,The world is in a Don't stress! Just a little song about this…,Sun Mar 15 02:57:27 +0000 2020,Fear
247,0,0,0,0,2,0,2,"’s Clergy Sister ""Full Recovery” …",Sun Mar 15 02:58:22 +0000 2020,Fear
303,0,0,0,0,1,0,1,: Sharing our stories helps ! Interviews of who've dealt with and/or oth…,Sun Mar 15 03:01:01 +0000 2020,Fear
305,0,0,0,0,1,0,1,"Does anyone else just look back at life and be like, why tf am I still",Sun Mar 15 03:01:01 +0000 2020,Fear
308,0,0,0,0,1,0,1,": ...This is NOT prostate cancer. There is no ""Wait and See"" option for treatment of . Reach out for the help y…",Sun Mar 15 03:01:04 +0000 2020,Fear
324,0,0,0,0,1,0,1,How to get over the that you are not good enough - steps to follow. …,Sun Mar 15 03:02:09 +0000 2020,Fear
349,0,0,0,0,1,0,1,Reliable information can help one cope with and associated with …,Sun Mar 15 03:03:19 +0000 2020,Fear
357,0,0,0,0,1,0,1,: Sharing our stories helps ! Interviews of who've dealt with and/or oth…,Sun Mar 15 03:03:39 +0000 2020,Fear
359,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 03:03:52 +0000 2020,Fear
368,0,0,0,0,1,0,1,Panic Attacks Articles Treatment Advice on this get it,Sun Mar 15 03:04:21 +0000 2020,Fear
408,0,0,0,0,1,0,1,"If you are looking for something to do with your dick, you can check my website!",Sun Mar 15 03:06:34 +0000 2020,Fear
456,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 03:10:02 +0000 2020,Fear
459,0,0,0,0,1,0,1,: Family movie night ... is the enemy,Sun Mar 15 03:10:12 +0000 2020,Fear
466,0,0,0,0,1,0,1,: Don't hit button yet,Sun Mar 15 03:10:26 +0000 2020,Fear
474,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 03:10:50 +0000 2020,Fear
528,0,0,0,0,1,0,1,: A super read! Great spooky entertainment! Don't miss this! Richard Schwindt delivers! …,Sun Mar 15 03:14:03 +0000 2020,Fear
574,0,0,0,0,1,0,1,My tattoo! …,Sun Mar 15 03:16:32 +0000 2020,Fear
577,0,0,0,0,1,0,1,Can we restart this year again?,Sun Mar 15 03:16:39 +0000 2020,Fear
587,0,0,0,0,1,0,1,Have you thought about getting help?,Sun Mar 15 03:17:48 +0000 2020,Fear
599,0,0,0,0,1,0,1,Today's 's edition has stories and snippets on or related to .,Sun Mar 15 03:18:15 +0000 2020,Fear
611,0,0,0,0,1,0,1,"Is the US on the verge of another ? Not likely. Why? Because during the s depression, the…",Sun Mar 15 03:19:04 +0000 2020,Fear
617,0,0,0,0,1,0,1,I've been doing social distancing since before it was mainstream.,Sun Mar 15 03:19:28 +0000 2020,Fear
631,0,0,0,0,1,0,1,Online Therapist for Depression over Skype. Online Therapy for the treatment of &amp; …,Sun Mar 15 03:20:00 +0000 2020,Fear
636,0,0,0,0,1,0,1,Exactly this Eect a global leading to a here in the USA …,Sun Mar 15 03:20:07 +0000 2020,Fear
643,0,0,0,0,1,0,1,owners are lovin life rn!!,Sun Mar 15 03:20:27 +0000 2020,Fear
651,0,0,0,0,1,0,1,"Oh yeah, all their are . They are -influenced, li…",Sun Mar 15 03:20:48 +0000 2020,Fear
667,0,0,0,0,1,0,1,"We are concerned about , but are more concerned about the and being taken in advance…",Sun Mar 15 03:21:50 +0000 2020,Fear
672,0,0,0,0,1,0,1,: What do you bet the next big buys will be ?,Sun Mar 15 03:22:03 +0000 2020,Fear
678,0,0,0,0,1,0,1,: Sometimes just being there is enough to support someone with . You don't have to be an eert to be there... http…,Sun Mar 15 03:22:15 +0000 2020,Fear
682,0,0,0,0,1,0,1,"It's... the flu. Only, not as bad, so... ! Why? Because... Trump.",Sun Mar 15 03:22:25 +0000 2020,Fear
689,0,0,0,0,1,0,1,"Hey all! Here's a post you might have missed! ""When The Darkness Becomes Too Much.""",Sun Mar 15 03:22:49 +0000 2020,Fear
697,0,0,0,0,1,0,1,New YouTube video out please go check it out discussing,Sun Mar 15 03:23:12 +0000 2020,Fear
742,0,0,0,0,1,0,1,: For all the people that suffer with and (like myself) - all the news is quite overwhelming…,Sun Mar 15 03:25:59 +0000 2020,Fear
744,0,0,0,0,1,0,1,": Oh yeah, all their are . They are -influenced, like in the …",Sun Mar 15 03:26:04 +0000 2020,Fear
772,0,0,0,0,1,0,1,": ""Driving in midst of "" Mind-wandering can cause higher risks. Be careful! Please Retweet!…",Sun Mar 15 03:28:03 +0000 2020,Fear
790,0,0,0,0,1,0,1,"Amid outbreak, request to inside your home instead of avoiding it totally can forc…",Sun Mar 15 03:29:05 +0000 2020,Fear
806,0,0,0,0,1,0,1,: Our minds can with and is hard because it messes with the imagined future. . …,Sun Mar 15 03:30:00 +0000 2020,Fear
810,0,0,0,0,1,0,1,Skype for the treatment of through Mindfulness Therapy. See: …,Sun Mar 15 03:30:04 +0000 2020,Fear
819,0,0,0,0,1,0,1,": No matter how many diseases we have overcome with fear and courage, the main disease of our time remains of .…",Sun Mar 15 03:30:18 +0000 2020,Fear
825,0,0,0,0,1,0,1,"This has been your Talks evening with me, the do-nothing nobody from nowhere, the sad clown, the jester in the Christmas tree.",Sun Mar 15 03:30:54 +0000 2020,Fear
885,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 03:35:02 +0000 2020,Fear
898,0,0,0,0,1,0,1,Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of get…,Sun Mar 15 03:35:48 +0000 2020,Fear
900,0,0,0,0,1,0,1,people tested positive of till Saturday.,Sun Mar 15 03:35:50 +0000 2020,Fear
910,0,0,0,0,1,0,1,is about thinking differently and coming up with a solution without being . The crisis will pss b…,Sun Mar 15 03:36:25 +0000 2020,Fear
948,0,0,0,0,1,0,1,: This is what looks like!,Sun Mar 15 03:38:28 +0000 2020,Fear
966,0,0,0,0,2,0,2,: Now it all makes perfect sense! Haha. …,Sun Mar 15 03:39:32 +0000 2020,Fear
976,0,0,0,0,1,0,1,The latest The African Literary and Cultural Activism Daily! Thanks to,Sun Mar 15 03:40:21 +0000 2020,Fear
991,0,0,0,0,1,0,1,: Why I Don't Open Up to the People I Love About My Depression.,Sun Mar 15 03:41:14 +0000 2020,Fear
997,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 03:41:38 +0000 2020,Fear
1001,0,0,0,0,1,0,1,I’m just going to leave this right here. …,Sun Mar 15 03:42:01 +0000 2020,Fear
1019,0,0,0,0,1,0,1,is an word.,Sun Mar 15 03:43:18 +0000 2020,Fear
1025,0,0,0,0,1,0,1,FEAR IS THE MIND-KILLER!!!!!!,Sun Mar 15 03:43:39 +0000 2020,Fear
1038,0,0,0,0,1,0,1,is the best therapy. With all this crazy society it is easy to get our to match theirs. People…,Sun Mar 15 03:44:19 +0000 2020,Fear
1050,0,0,0,0,1,0,1,See a therapist online via Skype for the treatment of …,Sun Mar 15 03:45:00 +0000 2020,Fear
1070,0,0,0,0,1,0,1,"sudarsansand : Say No to , Say Yes to . My SandArt of Hon’ble PM Ji with message “S…",Sun Mar 15 03:46:25 +0000 2020,Fear
1079,0,0,0,0,1,0,1,": Is the US on the verge of another ? Not likely. Why? Because during the s depression, the …",Sun Mar 15 03:47:02 +0000 2020,Fear
1100,0,0,0,0,1,0,1,"Scold me and spank, I was a very bad girl",Sun Mar 15 03:48:23 +0000 2020,Fear
1114,0,0,0,0,1,0,1,"I don’t understand, either, but is a weird monster.",Sun Mar 15 03:49:16 +0000 2020,Fear
1116,0,0,0,0,1,0,1,: Our minds can with and is hard because it messes with the imagined future. . …,Sun Mar 15 03:49:28 +0000 2020,Fear
1119,0,0,0,0,1,0,1,"I understand. As a person with , I have similar thoughts. I hope you can feel better soon.",Sun Mar 15 03:49:33 +0000 2020,Fear
1123,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 03:49:54 +0000 2020,Fear
1127,0,0,0,0,1,0,1,Skype Therapy using mindfulness for overcoming and and without drugs. Go to:,Sun Mar 15 03:50:00 +0000 2020,Fear
1128,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 03:50:03 +0000 2020,Fear
1131,0,0,0,0,1,0,1,"i am not well mentally, which should elain some things",Sun Mar 15 03:50:14 +0000 2020,Fear
1134,0,0,0,0,1,0,1,in : What it Looks Like and How to Get Help,Sun Mar 15 03:50:15 +0000 2020,Fear
1152,0,0,0,0,1,0,1,Yes! Don’t let take away your ️,Sun Mar 15 03:51:14 +0000 2020,Fear
1179,0,0,0,0,2,0,2,: Now it all makes perfect sense! Haha. …,Sun Mar 15 03:52:37 +0000 2020,Fear
1207,0,0,0,0,1,0,1,": ""Getting over your fear of dying, is the first step in getting over your fear of living."" — B. D. Schiers",Sun Mar 15 03:53:42 +0000 2020,Fear
1223,0,0,0,0,1,0,1,: finds skipping is linked to a greater risk of depressive symptoms,Sun Mar 15 03:54:31 +0000 2020,Fear
1225,0,0,0,0,1,0,1,: Yes! Don’t let take away your ️,Sun Mar 15 03:54:37 +0000 2020,Fear
1232,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 03:55:04 +0000 2020,Fear
1239,0,0,0,0,1,0,1,: finds skipping is linked to a greater risk of depressive symptoms,Sun Mar 15 03:55:23 +0000 2020,Fear
1243,0,0,0,0,1,0,1,What is this nonsense? Not serving alcohol? Curfews? Stop the for fuck's sake. Diseases don't just disappear…,Sun Mar 15 03:55:43 +0000 2020,Fear
1247,0,0,0,0,1,0,1,: reminds me of 🥺 Tests morality of a panic stricken neighborhood ag…,Sun Mar 15 03:55:54 +0000 2020,Fear
1260,0,0,0,0,1,0,1,STAY in . STAND on the .STOP .,Sun Mar 15 03:56:59 +0000 2020,Fear
1301,0,0,0,0,1,0,1,": With ALL the over the , it's to get caught up in ... …",Sun Mar 15 03:59:56 +0000 2020,Fear
1303,0,0,0,0,1,0,1,"is one of the form of . Untreated can drive the sufferer to suicide. However,…",Sun Mar 15 04:00:01 +0000 2020,Fear
1311,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 04:00:14 +0000 2020,Fear
1355,0,0,0,0,1,0,1,: Detail from the series “ Rumour of the truth “ …,Sun Mar 15 04:01:28 +0000 2020,Fear
1362,0,0,0,0,1,0,1,Hailey giving no FUQ about what not going on,Sun Mar 15 04:01:49 +0000 2020,Fear
1367,0,0,0,0,1,0,1,in mode. are a % certainty Down Under in the ensuing months... …,Sun Mar 15 04:02:05 +0000 2020,Fear
1376,0,0,0,0,1,0,1,love …,Sun Mar 15 04:02:33 +0000 2020,Fear
1396,0,0,0,0,1,0,1,: love …,Sun Mar 15 04:04:02 +0000 2020,Fear
1414,0,0,0,0,1,0,1,: 🆙 go check out the full video on YouTube,Sun Mar 15 04:04:22 +0000 2020,Fear
1424,0,0,0,0,1,0,1,: people tested positive of till Saturday.,Sun Mar 15 04:05:01 +0000 2020,Fear
1430,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 04:05:27 +0000 2020,Fear
1462,0,0,0,0,1,0,1,: people tested positive of till Saturday.,Sun Mar 15 04:07:27 +0000 2020,Fear
1472,0,0,0,0,1,0,1,: 🤔🤔 I think we're getting a bit carried away http…,Sun Mar 15 04:08:08 +0000 2020,Fear
1485,0,0,0,0,1,0,1,A NHL game would be pretty tame in comparison.,Sun Mar 15 04:09:09 +0000 2020,Fear
1486,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 04:09:14 +0000 2020,Fear
1505,0,0,0,0,1,0,1,"Everyone should watch this! It's a lesson on ! GUNSMOKE (""Prair…",Sun Mar 15 04:10:53 +0000 2020,Fear
1529,0,0,0,0,1,0,1,Trying to make a shidduch here.,Sun Mar 15 04:12:10 +0000 2020,Fear
1530,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 04:12:13 +0000 2020,Fear
1533,0,0,0,0,1,0,1,: Honestly I feel every time I walk into the room of my patients being ruled out for . Less fear of getting infecte…,Sun Mar 15 04:12:19 +0000 2020,Fear
1557,0,0,0,0,1,0,1,"This is what are shelves look like. Deli, Dairy, Meat, &amp; paper products.",Sun Mar 15 04:14:15 +0000 2020,Fear
1566,0,0,0,0,1,0,1,: is worse than,Sun Mar 15 04:15:00 +0000 2020,Fear
1577,0,0,0,0,1,0,1,requires to pass the test! …,Sun Mar 15 04:15:28 +0000 2020,Fear
1606,0,0,0,0,1,0,1,WHY THIS IS NOT ON THE .... CAUSE THEY WANT and If our own president was around peopl…,Sun Mar 15 04:17:10 +0000 2020,Fear
1621,0,0,0,0,1,0,1,Did something happen to make you start feeling this way?,Sun Mar 15 04:17:54 +0000 2020,Fear
1642,0,0,0,0,1,0,1,: to looking for for …,Sun Mar 15 04:19:01 +0000 2020,Fear
1647,0,0,0,0,1,0,1,: commander prosecuted in Austria for,Sun Mar 15 04:19:25 +0000 2020,Fear
1720,0,0,0,0,1,0,1,: to looking for for …,Sun Mar 15 04:23:40 +0000 2020,Fear
1742,0,0,0,0,1,0,1,Online Psychotherapist using Mindfulness for Depression. Contact me if you are struggling with . See: …,Sun Mar 15 04:25:01 +0000 2020,Fear
1745,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 04:25:02 +0000 2020,Fear
1747,0,0,0,0,1,0,1,"In d world of , best way to maintain sanity n avoid due to is to get ur news filtered…",Sun Mar 15 04:25:08 +0000 2020,Fear
1761,0,0,0,0,1,0,1,this is how to show a loved one you care: How can I best support you right now?,Sun Mar 15 04:25:47 +0000 2020,Fear
1766,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 04:25:58 +0000 2020,Fear
1777,0,0,0,0,1,0,1,knows,Sun Mar 15 04:26:43 +0000 2020,Fear
1804,0,0,0,0,1,0,1,: Sharing our stories helps ! Interviews of who've dealt with and/or oth…,Sun Mar 15 04:28:42 +0000 2020,Fear
1825,0,0,0,0,1,0,1,looking for for,Sun Mar 15 04:30:06 +0000 2020,Fear
1858,0,0,0,0,1,0,1,: STAY in . STAND on the .STOP .,Sun Mar 15 04:32:11 +0000 2020,Fear
1884,0,0,0,0,1,0,1,y'all....im getting tired of my family mongering with this BS . I work in that…,Sun Mar 15 04:34:02 +0000 2020,Fear
1910,0,0,0,0,1,0,1,Cleaning services say it's business as usual amid of COVID-19 - Mar :32 AM ET,Sun Mar 15 04:35:20 +0000 2020,Fear
1937,0,0,0,0,1,0,1,Dear &amp; twitterless Chapek ..this is handling of wrap up w/ closures that of had to happen (un…,Sun Mar 15 04:37:15 +0000 2020,Fear
1989,0,0,0,0,1,0,1,: Coronavirus is going to get me like this soon …,Sun Mar 15 04:39:47 +0000 2020,Fear
2011,0,0,0,0,1,0,1,: I've been doing social distancing since before it was mainstream.,Sun Mar 15 04:41:06 +0000 2020,Fear
2030,0,0,0,0,1,0,1,BE THERE NO ONE FIGHTS ALONE,Sun Mar 15 04:42:18 +0000 2020,Fear
2074,0,0,0,0,1,0,1,"NO MORE.....Mess with the Bull, You WILL get the HORNS!!!!!! …",Sun Mar 15 04:44:43 +0000 2020,Fear
2076,0,0,0,0,1,0,1,": ""What will happen, we don't control. Be but do not choose to live in "" …",Sun Mar 15 04:44:49 +0000 2020,Fear
2101,0,0,0,0,1,0,1,The latest The Neora Daily! Thanks to,Sun Mar 15 04:45:52 +0000 2020,Fear
2118,0,0,0,0,1,0,1,The latest Investing! Thanks to,Sun Mar 15 04:46:47 +0000 2020,Fear
2120,0,0,0,0,1,0,1,": Fluoride causes leading to , weight gain",Sun Mar 15 04:47:00 +0000 2020,Fear
2139,0,0,0,0,1,0,1,I saw this and felt like I needed to share it. I get that there is a lot of and scary crap going around about…,Sun Mar 15 04:48:19 +0000 2020,Fear
2173,0,0,0,0,1,0,1,to looking for for …,Sun Mar 15 04:50:02 +0000 2020,Fear
2175,0,0,0,0,1,0,1,————————-=LIVE You do the math.,Sun Mar 15 04:50:07 +0000 2020,Fear
2180,0,0,0,0,1,0,1,ummm my iPhone made me videos of and I want to share so ppl know this is what looks like ‍️ Che…,Sun Mar 15 04:50:33 +0000 2020,Fear
2183,0,0,0,0,1,0,1,I feel so broken..,Sun Mar 15 04:50:43 +0000 2020,Fear
2214,0,0,0,0,1,0,1,This is the definition of,Sun Mar 15 04:52:37 +0000 2020,Fear
2241,0,0,0,0,1,0,1,enters bear mode. has taken over . Investor's lost over Lac crores in a month.…,Sun Mar 15 04:54:32 +0000 2020,Fear
2251,0,0,0,0,1,0,1,": “before BELIEVING the MEDIA, know THAT the…",Sun Mar 15 04:55:14 +0000 2020,Fear
2258,0,0,0,0,1,0,1,is weapon,Sun Mar 15 04:55:52 +0000 2020,Fear
2259,0,0,0,0,1,0,1,: Do not be afraid or discouraged. For the Lord your God is with you wherever you go. Joshua :9b …,Sun Mar 15 04:55:55 +0000 2020,Fear
2288,0,0,0,0,1,0,1,It is possible to get out of . Just make sure you leave all people and things that kept you in depressio…,Sun Mar 15 04:57:49 +0000 2020,Fear
2303,0,0,0,0,1,0,1,It is possible to get out of . Just make sure you leave all people and things that kept you in depressio…,Sun Mar 15 04:59:11 +0000 2020,Fear
2321,0,0,0,0,1,0,1,: enters bear mode. has taken over . Investor's lost over Lac crores in a month. for…,Sun Mar 15 05:00:08 +0000 2020,Fear
2345,0,0,0,0,1,0,1,Those with severe and debilitating forms of mental illness such as may require more detai…,Sun Mar 15 05:01:35 +0000 2020,Fear
2374,0,0,0,0,1,0,1,I wish I was happy but I’m not,Sun Mar 15 05:03:15 +0000 2020,Fear
2395,0,0,0,0,1,0,1,: ️ conquers all. Hear what other souls have to say. Spread the love not the,Sun Mar 15 05:04:17 +0000 2020,Fear
2412,0,0,0,0,1,0,1,Talk to a psychotherapist via Skype for help with depression. Contact me if you are struggling with . Se…,Sun Mar 15 05:05:00 +0000 2020,Fear
2420,0,0,0,0,1,0,1,: reminds me of 🥺 Tests morality of a panic stricken neighborhood ag…,Sun Mar 15 05:05:25 +0000 2020,Fear
2458,0,0,0,0,1,0,1,": is a greenlight for every program, every mandate , grea…",Sun Mar 15 05:07:28 +0000 2020,Fear
2461,0,0,0,0,1,0,1,Especially Songs Love and Self-Care. Let’s not subscribe to and let’s . I love you all!…,Sun Mar 15 05:07:43 +0000 2020,Fear
